qname	tname	aai	qTax	tTax
NC.028092	NC.014765	54.91764706	Algavirales	Algavirales
ZJ.NB.2021.05.15.bin.19	NC.014767	54.93288591	Algavirales	Algavirales
NC.014765	NC.028092	54.93925926	Algavirales	Algavirales
NC.028092	ZJ.NB.2021.05.15.bin.19	54.972	Algavirales	Algavirales
GCA.001654305.1.ViralProj323872.genomic	NC.031465	55.03785047	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	GCA.001806195.1.ViralProj349153.genomic	55.03785047	Pimascovirales	Pimascovirales
NC.030230	NC.031465	55.03785047	Pimascovirales	Pimascovirales
NC.030230	GCA.001806195.1.ViralProj349153.genomic	55.03785047	Pimascovirales	Pimascovirales
NC.014789	ZJ.NB.2021.05.15.bin.19	55.04662162	Algavirales	Algavirales
NC.020852	ZJ.NB.2021.05.15.bin.19	55.04966887	Algavirales	Algavirales
NC.013756	NC.031465	55.10666667	Pimascovirales	Pimascovirales
NC.013756	GCA.001806195.1.ViralProj349153.genomic	55.10666667	Pimascovirales	Pimascovirales
NC.014766	ZJ.NB.2021.05.15.bin.19	55.24313725	Algavirales	Algavirales
NC.031465	NC.025412	55.32648402	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.025412	55.32648402	Pimascovirales	Pimascovirales
NC.014767	ZJ.NB.2021.05.15.bin.19	55.3414966	Algavirales	Algavirales
ZJ.NB.2021.05.15.bin.19	NC.028093	55.41904762	Algavirales	Algavirales
NC.031465	NC.013756	55.42110092	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.013756	55.42110092	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.19	NC.014766	55.46052632	Algavirales	Algavirales
NC.028093	ZJ.NB.2021.05.15.bin.19	55.49178082	Algavirales	Algavirales
SD.QD.2023.07.80.normal.bin.14	SD.QD.2023.07.80.normal.bin.18	55.77142857	Imitervirales	Imitervirales
GCA.002826725.1.ASM282672v1.genomic	NC.013756	55.91906158	Pimascovirales	Pimascovirales
NC.038511	NC.013756	55.91906158	Pimascovirales	Pimascovirales
NC.014765	NC.014767	56.02692308	Algavirales	Algavirales
NC.013756	GCA.002005685.1.ViralProj376058.genomic	56.04040115	Pimascovirales	Pimascovirales
NC.013756	NC.033775	56.04040115	Pimascovirales	Pimascovirales
NC.014767	NC.014765	56.12307692	Algavirales	Algavirales
GCA.002826725.1.ASM282672v1.genomic	GCA.001654305.1.ViralProj323872.genomic	56.12540193	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	NC.030230	56.12540193	Pimascovirales	Pimascovirales
NC.038511	GCA.001654305.1.ViralProj323872.genomic	56.12540193	Pimascovirales	Pimascovirales
NC.038511	NC.030230	56.12540193	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	NC.025412	56.12972973	Pimascovirales	Pimascovirales
NC.038511	NC.025412	56.12972973	Pimascovirales	Pimascovirales
NC.025412	GCA.002005685.1.ViralProj376058.genomic	56.33739377	Pimascovirales	Pimascovirales
NC.025412	NC.033775	56.33739377	Pimascovirales	Pimascovirales
NC.025412	GCA.002826725.1.ASM282672v1.genomic	56.50457317	Pimascovirales	Pimascovirales
NC.025412	NC.038511	56.50457317	Pimascovirales	Pimascovirales
NC.044937	NC.008724	56.54852941	Algavirales	Algavirales
NC.013756	GCA.002826725.1.ASM282672v1.genomic	56.66424242	Pimascovirales	Pimascovirales
NC.013756	NC.038511	56.66424242	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.013756	56.84210526	Pimascovirales	Pimascovirales
NC.033775	NC.013756	56.84210526	Pimascovirales	Pimascovirales
NC.029692	GCA.001654305.1.ViralProj323872.genomic	56.86133333	Pimascovirales	Pimascovirales
NC.029692	NC.030230	56.86133333	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	GCA.001654305.1.ViralProj323872.genomic	56.86133333	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.030230	56.86133333	Pimascovirales	Pimascovirales
NC.013288	NC.020864	56.92945205	Algavirales	Algavirales
NC.025412	NC.015326	56.95474684	Pimascovirales	Pimascovirales
NC.020864	NC.013288	56.99452055	Algavirales	Algavirales
NC.025412	NC.029692	57.00755287	Pimascovirales	Pimascovirales
NC.025412	GCA.001602085.1.ViralProj316309.genomic	57.00755287	Pimascovirales	Pimascovirales
NC.013756	NC.029692	57.08957055	Pimascovirales	Pimascovirales
NC.013756	GCA.001602085.1.ViralProj316309.genomic	57.08957055	Pimascovirales	Pimascovirales
NC.013756	NC.015326	57.10746753	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.038511	57.13311037	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	GCA.002826725.1.ASM282672v1.genomic	57.13311037	Pimascovirales	Pimascovirales
NC.030230	NC.038511	57.13311037	Pimascovirales	Pimascovirales
NC.030230	GCA.002826725.1.ASM282672v1.genomic	57.13311037	Pimascovirales	Pimascovirales
NC.029692	NC.013756	57.16707317	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.013756	57.16707317	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.033775	57.23012821	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	GCA.002005685.1.ViralProj376058.genomic	57.23012821	Pimascovirales	Pimascovirales
NC.030230	NC.033775	57.23012821	Pimascovirales	Pimascovirales
NC.030230	GCA.002005685.1.ViralProj376058.genomic	57.23012821	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.015326	57.26376307	Pimascovirales	Pimascovirales
NC.030230	NC.015326	57.26376307	Pimascovirales	Pimascovirales
NC.008724	NC.044937	57.26666667	Algavirales	Algavirales
NC.016072	NC.020104	57.29276944	Imitervirales	Imitervirales
NC.015326	NC.013756	57.33051948	Pimascovirales	Pimascovirales
SD.QD.2023.07.100.ultra.bin.3	LN.DD.2021.06.15.bin.1	57.40769231	Imitervirales	Imitervirales
NC.014789	NC.020864	57.42013423	Algavirales	Algavirales
GCA.002005685.1.ViralProj376058.genomic	GCA.001654305.1.ViralProj323872.genomic	57.50345912	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.030230	57.50345912	Pimascovirales	Pimascovirales
NC.033775	GCA.001654305.1.ViralProj323872.genomic	57.50345912	Pimascovirales	Pimascovirales
NC.033775	NC.030230	57.50345912	Pimascovirales	Pimascovirales
NC.020852	NC.020864	57.596	Algavirales	Algavirales
NC.029692	NC.025412	57.59846626	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.025412	57.59846626	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.029692	57.63564014	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	GCA.001602085.1.ViralProj316309.genomic	57.63564014	Pimascovirales	Pimascovirales
NC.030230	NC.029692	57.63564014	Pimascovirales	Pimascovirales
NC.030230	GCA.001602085.1.ViralProj316309.genomic	57.63564014	Pimascovirales	Pimascovirales
NC.015326	NC.025412	57.73171521	Pimascovirales	Pimascovirales
NC.028091	NC.020864	57.83866667	Algavirales	Algavirales
NC.015326	GCA.001654305.1.ViralProj323872.genomic	57.86245614	Pimascovirales	Pimascovirales
NC.015326	NC.030230	57.86245614	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.025412	57.8739645	Pimascovirales	Pimascovirales
NC.033775	NC.025412	57.8739645	Pimascovirales	Pimascovirales
NC.028092	NC.020864	57.96736111	Algavirales	Algavirales
NC.028112	NC.028108	58.06842105	Algavirales	Algavirales
NC.020864	NC.028091	58.08590604	Algavirales	Algavirales
NC.020864	NC.028092	58.10909091	Algavirales	Algavirales
NC.028108	NC.028112	58.13945578	Algavirales	Algavirales
NC.020864	NC.020852	58.15100671	Algavirales	Algavirales
NC.028108	NC.028110	58.20708661	Algavirales	Algavirales
NC.014766	NC.020864	58.26107383	Algavirales	Algavirales
NC.043129	NC.020864	58.28287671	Algavirales	Algavirales
NC.028093	NC.020864	58.28979592	Algavirales	Algavirales
NC.020864	NC.043129	58.31768707	Algavirales	Algavirales
NC.028110	NC.028108	58.33979592	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.020864	58.36057143	Algavirales	Algavirales
NC.020864	NC.028093	58.41156463	Algavirales	Algavirales
NC.015780	NC.023848	58.47537313	Pimascovirales	Pimascovirales
ZJ.NB.2021.05.15.bin.5	SD.QD.2020.06.15.bin.6	58.50454545	Pimascovirales	Pimascovirales
NC.020104	NC.016072	58.53603473	Imitervirales	Imitervirales
NC.020864	NC.014789	58.54896552	Algavirales	Algavirales
NC.020864	NC.014766	58.61156463	Algavirales	Algavirales
NC.020864	ZJ.WZ.2021.05.15.bin.8	58.6416185	Algavirales	Algavirales
GCA.002826725.1.ASM282672v1.genomic	NC.031465	58.81516393	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	GCA.001806195.1.ViralProj349153.genomic	58.81516393	Pimascovirales	Pimascovirales
NC.038511	NC.031465	58.81516393	Pimascovirales	Pimascovirales
NC.038511	GCA.001806195.1.ViralProj349153.genomic	58.81516393	Pimascovirales	Pimascovirales
NC.020864	NC.014767	59.05149701	Algavirales	Algavirales
NC.028112	NC.028110	59.15423729	Algavirales	Algavirales
NC.014767	NC.020864	59.15449102	Algavirales	Algavirales
NC.028110	NC.028112	59.37555556	Algavirales	Algavirales
NC.031465	GCA.002826725.1.ASM282672v1.genomic	59.37932489	Pimascovirales	Pimascovirales
NC.031465	NC.038511	59.37932489	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	GCA.002826725.1.ASM282672v1.genomic	59.37932489	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.038511	59.37932489	Pimascovirales	Pimascovirales
NC.023613	NC.023848	59.5992126	Pimascovirales	Pimascovirales
NC.031465	GCA.002005685.1.ViralProj376058.genomic	60.00240964	Pimascovirales	Pimascovirales
NC.031465	NC.033775	60.00240964	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	GCA.002005685.1.ViralProj376058.genomic	60.00240964	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.033775	60.00240964	Pimascovirales	Pimascovirales
NC.023848	NC.015780	60.0092437	Pimascovirales	Pimascovirales
NC.021901	NC.023848	60.0097561	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.031465	60.04648438	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	GCA.001806195.1.ViralProj349153.genomic	60.04648438	Pimascovirales	Pimascovirales
NC.033775	NC.031465	60.04648438	Pimascovirales	Pimascovirales
NC.033775	GCA.001806195.1.ViralProj349153.genomic	60.04648438	Pimascovirales	Pimascovirales
NC.023848	NC.023613	60.15	Pimascovirales	Pimascovirales
NC.023611	NC.023848	60.2488	Pimascovirales	Pimascovirales
NC.029692	NC.031465	60.26975806	Pimascovirales	Pimascovirales
NC.029692	GCA.001806195.1.ViralProj349153.genomic	60.26975806	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.031465	60.26975806	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	GCA.001806195.1.ViralProj349153.genomic	60.26975806	Pimascovirales	Pimascovirales
NC.023848	NC.021901	60.48793103	Pimascovirales	Pimascovirales
SD.QD.2023.07.60.ultra.bin.7	SD.QD.2023.07.80.normal.bin.13	60.51139241	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.6	ZJ.NB.2021.05.15.bin.5	60.535	Pimascovirales	Pimascovirales
SD.QD.2020.06.15.bin.13	SD.QD.2023.07.100.ultra.bin.3	60.54444444	Imitervirales	Imitervirales
NC.031465	NC.029692	60.57695473	Pimascovirales	Pimascovirales
NC.031465	GCA.001602085.1.ViralProj316309.genomic	60.57695473	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.029692	60.57695473	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	GCA.001602085.1.ViralProj316309.genomic	60.57695473	Pimascovirales	Pimascovirales
NC.023848	NC.023611	60.725	Pimascovirales	Pimascovirales
NC.031465	NC.015326	61.33663793	Pimascovirales	Pimascovirales
GCA.001806195.1.ViralProj349153.genomic	NC.015326	61.33663793	Pimascovirales	Pimascovirales
NC.015326	NC.031465	61.43534483	Pimascovirales	Pimascovirales
NC.015326	GCA.001806195.1.ViralProj349153.genomic	61.43534483	Pimascovirales	Pimascovirales
NC.013288	NC.043129	61.75246914	Algavirales	Algavirales
SD.QD.2023.07.80.normal.bin.13	SD.QD.2023.07.60.ultra.bin.7	61.88556701	Imitervirales	Imitervirales
SD.QD.2023.07.80.normal.bin.18	SD.QD.2023.07.80.ultra.bin.21	61.95517241	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.4	LN.DD.2021.06.15.bin.1	62.246875	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.10	SD.QD.2023.07.100.ultra.bin.3	62.50833333	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.8	NC.043129	62.52472527	Algavirales	Algavirales
NC.028092	NC.043129	62.66645963	Algavirales	Algavirales
NC.028091	NC.043129	62.82754491	Algavirales	Algavirales
NC.043129	NC.013288	62.85225806	Algavirales	Algavirales
NC.014789	NC.043129	62.88969697	Algavirales	Algavirales
NC.043129	ZJ.WZ.2021.05.15.bin.8	62.98202247	Algavirales	Algavirales
JS.YC.2021.05.15.bin.10	JS.YC.2021.05.15.bin.4	63.12241379	Asfuvirales	Asfuvirales
NC.020852	NC.043129	63.16606061	Algavirales	Algavirales
NC.043129	NC.028091	63.16768293	Algavirales	Algavirales
NC.043129	NC.014789	63.1993865	Algavirales	Algavirales
NC.043129	NC.020852	63.20666667	Algavirales	Algavirales
JS.YC.2021.05.15.bin.4	JS.YC.2021.05.15.bin.10	63.23245614	Asfuvirales	Asfuvirales
NC.014766	NC.043129	63.24107143	Algavirales	Algavirales
NC.043129	NC.028092	63.27070064	Algavirales	Algavirales
SD.QD.2023.07.80.normal.bin.13	SD.QD.2023.07.80.normal.bin.14	63.4990991	Imitervirales	Imitervirales
LN.DD.2021.06.15.bin.1	ZJ.WZ.2021.05.15.bin.4	63.54065934	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.8	NC.014767	63.56010101	Algavirales	Algavirales
NC.028093	NC.043129	63.60243902	Algavirales	Algavirales
NC.043129	NC.014766	63.62424242	Algavirales	Algavirales
SD.QD.2023.07.80.ultra.bin.21	SD.QD.2023.07.80.normal.bin.18	63.74074074	Imitervirales	Imitervirales
SD.QD.2023.07.80.normal.bin.14	SD.QD.2023.07.80.normal.bin.13	63.95411765	Imitervirales	Imitervirales
SD.QD.2023.07.60.ultra.bin.7	SD.QD.2020.06.15.bin.38	64.04464286	Imitervirales	Imitervirales
SD.QD.2020.06.15.bin.38	SD.QD.2023.07.60.ultra.bin.7	64.1375	Imitervirales	Imitervirales
NC.043129	NC.028093	64.2025	Algavirales	Algavirales
NC.035469	NC.006998	64.27674419	Chitovirales	Chitovirales
NC.014767	ZJ.WZ.2021.05.15.bin.8	64.38134715	Algavirales	Algavirales
NC.055230	NC.035469	64.53369565	Chitovirales	Chitovirales
NC.028091	NC.014767	64.84628571	Algavirales	Algavirales
NC.035469	NC.003391	64.87361963	Chitovirales	Chitovirales
NC.028093	NC.014767	64.93793103	Algavirales	Algavirales
NC.013288	NC.014767	65.07588235	Algavirales	Algavirales
NC.006998	NC.035469	65.2547619	Chitovirales	Chitovirales
NC.035469	NC.003310	65.25502959	Chitovirales	Chitovirales
NC.014767	NC.013288	65.35060241	Algavirales	Algavirales
NC.014789	NC.014767	65.35116279	Algavirales	Algavirales
NC.014766	NC.014767	65.4	Algavirales	Algavirales
NC.035469	NC.001611	65.43207547	Chitovirales	Chitovirales
NC.035469	NC.055230	65.43798883	Chitovirales	Chitovirales
NC.003391	NC.035469	65.55849057	Chitovirales	Chitovirales
NC.014767	NC.028091	65.59181287	Algavirales	Algavirales
NC.028092	NC.014767	65.60231214	Algavirales	Algavirales
SD.QD.2023.07.100.ultra.bin.3	LN.DD.2021.06.15.bin.10	65.65151515	Imitervirales	Imitervirales
NC.014767	NC.028092	65.7494186	Algavirales	Algavirales
NC.014767	NC.028093	65.86035503	Algavirales	Algavirales
NC.014767	NC.014766	65.97225434	Algavirales	Algavirales
NC.043129	NC.014767	66.05027624	Algavirales	Algavirales
NC.020852	NC.014767	66.05705882	Algavirales	Algavirales
NC.014767	NC.043129	66.12928177	Algavirales	Algavirales
NC.014767	NC.020852	66.19058824	Algavirales	Algavirales
NC.014767	NC.014789	66.22916667	Algavirales	Algavirales
NC.035469	NC.004105	66.48271605	Chitovirales	Chitovirales
NC.004105	NC.035469	66.8242236	Chitovirales	Chitovirales
NC.001611	NC.035469	66.83947368	Chitovirales	Chitovirales
NC.003310	NC.035469	67.04320988	Chitovirales	Chitovirales
GCA.002826725.1.ASM282672v1.genomic	NC.033775	67.04545455	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	GCA.002005685.1.ViralProj376058.genomic	67.04545455	Pimascovirales	Pimascovirales
NC.038511	NC.033775	67.04545455	Pimascovirales	Pimascovirales
NC.038511	GCA.002005685.1.ViralProj376058.genomic	67.04545455	Pimascovirales	Pimascovirales
SD.QD.2020.06.15.bin.38	SD.QD.2023.07.80.normal.bin.14	67.27105263	Imitervirales	Imitervirales
NC.029692	NC.033775	67.80414365	Pimascovirales	Pimascovirales
NC.029692	GCA.002005685.1.ViralProj376058.genomic	67.80414365	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.033775	67.80414365	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	GCA.002005685.1.ViralProj376058.genomic	67.80414365	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.normal.bin.14	SD.QD.2020.06.15.bin.38	67.86315789	Imitervirales	Imitervirales
ZJ.WZ.2021.05.15.bin.8	NC.013288	67.92553191	Algavirales	Algavirales
GCA.002005685.1.ViralProj376058.genomic	NC.029692	67.97349727	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	GCA.001602085.1.ViralProj316309.genomic	67.97349727	Pimascovirales	Pimascovirales
NC.033775	NC.029692	67.97349727	Pimascovirales	Pimascovirales
NC.033775	GCA.001602085.1.ViralProj316309.genomic	67.97349727	Pimascovirales	Pimascovirales
NC.028091	ZJ.WZ.2021.05.15.bin.8	67.98128079	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.028091	68.04705882	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.028092	68.41058201	Algavirales	Algavirales
GCA.002005685.1.ViralProj376058.genomic	GCA.002826725.1.ASM282672v1.genomic	68.43087819	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.038511	68.43087819	Pimascovirales	Pimascovirales
NC.033775	GCA.002826725.1.ASM282672v1.genomic	68.43087819	Pimascovirales	Pimascovirales
NC.033775	NC.038511	68.43087819	Pimascovirales	Pimascovirales
ZJ.WZ.2021.05.15.bin.8	NC.014789	68.48928571	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.020852	68.52110553	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.014766	68.561	Algavirales	Algavirales
ZJ.WZ.2021.05.15.bin.8	NC.028093	68.76464646	Algavirales	Algavirales
NC.013288	ZJ.WZ.2021.05.15.bin.8	68.84098361	Algavirales	Algavirales
GCA.001995575.1.ViralProj357483	GCA.900323535.1.PRJEB25578	68.87585513	Pimascovirales	Pimascovirales
SD.QD.2023.07.100.ultra.bin.3	SD.QD.2020.06.15.bin.13	69.03809524	Imitervirales	Imitervirales
NC.029692	NC.015326	69.09352113	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.015326	69.09352113	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	NC.015326	69.13408451	Pimascovirales	Pimascovirales
NC.038511	NC.015326	69.13408451	Pimascovirales	Pimascovirales
GCA.900205285.1.ASM90020528v1	GCA.900323535.1.PRJEB25578	69.38501027	Pimascovirales	Pimascovirales
NC.028093	ZJ.WZ.2021.05.15.bin.8	69.45515464	Algavirales	Algavirales
NC.028092	ZJ.WZ.2021.05.15.bin.8	69.46939891	Algavirales	Algavirales
NC.014789	ZJ.WZ.2021.05.15.bin.8	69.54126984	Algavirales	Algavirales
NC.014766	ZJ.WZ.2021.05.15.bin.8	69.65463918	Algavirales	Algavirales
NC.020852	ZJ.WZ.2021.05.15.bin.8	69.91361257	Algavirales	Algavirales
GCA.002826725.1.ASM282672v1.genomic	NC.029692	69.93062331	Pimascovirales	Pimascovirales
GCA.002826725.1.ASM282672v1.genomic	GCA.001602085.1.ViralProj316309.genomic	69.93062331	Pimascovirales	Pimascovirales
NC.038511	NC.029692	69.93062331	Pimascovirales	Pimascovirales
NC.038511	GCA.001602085.1.ViralProj316309.genomic	69.93062331	Pimascovirales	Pimascovirales
NC.015326	NC.029692	70.07126437	Pimascovirales	Pimascovirales
NC.015326	GCA.001602085.1.ViralProj316309.genomic	70.07126437	Pimascovirales	Pimascovirales
NC.029692	GCA.002826725.1.ASM282672v1.genomic	70.33569482	Pimascovirales	Pimascovirales
NC.029692	NC.038511	70.33569482	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	GCA.002826725.1.ASM282672v1.genomic	70.33569482	Pimascovirales	Pimascovirales
GCA.001602085.1.ViralProj316309.genomic	NC.038511	70.33569482	Pimascovirales	Pimascovirales
NC.015326	GCA.002826725.1.ASM282672v1.genomic	70.72815249	Pimascovirales	Pimascovirales
NC.015326	NC.038511	70.72815249	Pimascovirales	Pimascovirales
NC.015780	NC.023611	70.74879518	Pimascovirales	Pimascovirales
NC.015780	NC.021901	70.91190476	Pimascovirales	Pimascovirales
NC.023613	NC.023611	71.45714286	Pimascovirales	Pimascovirales
NC.025412	NC.030230	71.64478022	Pimascovirales	Pimascovirales
NC.025412	GCA.001654305.1.ViralProj323872.genomic	71.64478022	Pimascovirales	Pimascovirales
NC.013756	NC.030230	71.76887052	Pimascovirales	Pimascovirales
NC.013756	GCA.001654305.1.ViralProj323872.genomic	71.76887052	Pimascovirales	Pimascovirales
NC.023611	NC.023613	71.8125	Pimascovirales	Pimascovirales
NC.021901	NC.015780	71.93664596	Pimascovirales	Pimascovirales
NC.023611	NC.015780	72.18571429	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.013756	72.46797753	Pimascovirales	Pimascovirales
NC.030230	NC.013756	72.46797753	Pimascovirales	Pimascovirales
NC.023613	NC.021901	72.47701863	Pimascovirales	Pimascovirales
GCA.900323535.1.PRJEB25578	GCA.900205285.1.ASM90020528v1	72.53020595	Pimascovirales	Pimascovirales
GCA.001654305.1.ViralProj323872.genomic	NC.025412	72.65169492	Pimascovirales	Pimascovirales
NC.030230	NC.025412	72.65169492	Pimascovirales	Pimascovirales
GCA.900323535.1.PRJEB25578	GCA.001995575.1.ViralProj357483	72.69837963	Pimascovirales	Pimascovirales
NC.005337	NC.005336	72.72583333	Chitovirales	Chitovirales
NC.021901	NC.023613	72.73630573	Pimascovirales	Pimascovirales
NC.009898	NC.032001	72.74	Algavirales	Algavirales
NC.032001	NC.009898	73.290625	Algavirales	Algavirales
GCA.001974475.1.ViralProj368971.genomic	NC.055603	73.30615385	Pimascovirales	Pimascovirales
NC.033423	NC.055603	73.30615385	Pimascovirales	Pimascovirales
NC.005337	NC.013804	73.83070175	Chitovirales	Chitovirales
NC.009899	NC.032001	73.83605442	Algavirales	Algavirales
NC.055603	GCA.001974475.1.ViralProj368971.genomic	74.0503937	Pimascovirales	Pimascovirales
NC.055603	NC.033423	74.0503937	Pimascovirales	Pimascovirales
NC.032001	NC.009899	74.10547945	Algavirales	Algavirales
NC.005336	NC.005337	74.12931034	Chitovirales	Chitovirales
GCA.001974475.1.ViralProj368971.genomic	NC.005902	74.25114504	Pimascovirales	Pimascovirales
NC.033423	NC.005902	74.25114504	Pimascovirales	Pimascovirales
NC.013804	NC.005337	74.34661017	Chitovirales	Chitovirales
NC.005902	GCA.001974475.1.ViralProj368971.genomic	75.221875	Pimascovirales	Pimascovirales
NC.005902	NC.033423	75.221875	Pimascovirales	Pimascovirales
NC.055603	NC.005902	76.57460317	Pimascovirales	Pimascovirales
NC.005902	NC.055603	77.3176	Pimascovirales	Pimascovirales
GCA.002005685.1.ViralProj376058.genomic	NC.015326	78.51793478	Pimascovirales	Pimascovirales
NC.033775	NC.015326	78.51793478	Pimascovirales	Pimascovirales
SD.QD.2023.07.80.normal.bin.13	SD.QD.2020.06.15.bin.38	79.06419753	Imitervirales	Imitervirales
NC.015326	NC.033775	79.15027778	Pimascovirales	Pimascovirales
NC.015326	GCA.002005685.1.ViralProj376058.genomic	79.15027778	Pimascovirales	Pimascovirales
NC.028093	NC.013288	79.18457711	Algavirales	Algavirales
NC.013288	NC.028093	79.5020202	Algavirales	Algavirales
NC.013288	NC.014766	79.69043062	Algavirales	Algavirales
NC.028093	NC.028092	79.72487562	Algavirales	Algavirales
NC.014766	NC.013288	79.88995215	Algavirales	Algavirales
SD.QD.2020.06.15.bin.38	SD.QD.2023.07.80.normal.bin.13	80.08235294	Imitervirales	Imitervirales
NC.014766	NC.028092	80.32796209	Algavirales	Algavirales
NC.028092	NC.028093	80.50862944	Algavirales	Algavirales
NC.028092	NC.014766	80.54190476	Algavirales	Algavirales
NC.028091	NC.013288	80.96995305	Algavirales	Algavirales
NC.028091	NC.028092	81.23285714	Algavirales	Algavirales
NC.013288	NC.028091	81.6291866	Algavirales	Algavirales
NC.014789	NC.013288	81.76699507	Algavirales	Algavirales
NC.014789	NC.028092	81.78300971	Algavirales	Algavirales
NC.013288	NC.020852	81.98585366	Algavirales	Algavirales
NC.013288	NC.014789	82.10940594	Algavirales	Algavirales
NC.028092	NC.028091	82.26146341	Algavirales	Algavirales
NC.020852	NC.013288	82.29064039	Algavirales	Algavirales
NC.028092	NC.014789	82.31756098	Algavirales	Algavirales
NC.028092	NC.020852	82.447343	Algavirales	Algavirales
NC.020852	NC.028092	82.57365854	Algavirales	Algavirales
NC.028091	NC.014766	82.92290749	Algavirales	Algavirales
SD.QD.2023.07.40.normal.bin.17	SD.QD.2020.06.15.bin.41	83.61904762	Pandoravirales	Imitervirales
NC.014766	NC.028091	84.2361991	Algavirales	Algavirales
NC.020852	NC.014766	84.67713004	Algavirales	Algavirales
NC.014766	NC.020852	84.78080357	Algavirales	Algavirales
SD.QD.2023.07.40.ultra.bin.3	SD.QD.2023.07.80.ultra.bin.15	84.83469388	Algavirales	Algavirales
NC.044944	NC.044943	84.88980892	Asfuvirales	Asfuvirales
NC.044945	NC.044943	84.93566879	Asfuvirales	Asfuvirales
NC.028091	NC.028093	84.93577586	Algavirales	Algavirales
NC.014789	NC.014766	85.01390135	Algavirales	Algavirales
NC.014766	NC.014789	85.11390135	Algavirales	Algavirales
NC.044946	NC.044943	85.48322148	Asfuvirales	Asfuvirales
NC.044945	NC.044942	85.48343949	Asfuvirales	Asfuvirales
NC.044944	NC.044942	85.4910828	Asfuvirales	Asfuvirales
NC.028093	NC.014789	85.49464286	Algavirales	Algavirales
NC.028093	NC.020852	85.50132743	Algavirales	Algavirales
NC.028093	NC.028091	85.59519651	Algavirales	Algavirales
