	CXD_1412_FDSW210423229-1r-1	CXD_1414_FDSW210423231-1r-1	CXD_1610_FDSW210423242-1r-1	CXD_1613_FDSW210423245-1r-1	CXD_1611_FDSW210423243-1r-1	CXD_1612_FDSW210423244-1r-1	CXD_1604_FDSW210423236-1r-1	CXD_1609_FDSW210423241-1r-1	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	WZ11_L1	WZ1_L1	WZ3_L1	WZ14_L1	WZ5_L1	WZ10_L1	NB2_FDME210455353-1r	NB1_FDME210455352-1r	NB7_FDME210455358-1r	NB15_FDME210455366-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	DD3_FDSW220008390-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD13_FDSW220008400-2r	DD5_FDSW220008392-2r	DD9_FDSW220008396-1r	DD7_FDSW220008394-1r	DD11_FDSW220008398-1r	YC11_FDME220007415-1r	YC5_FDME220007409-1r	YC3_FDME220007407-1r	YC13_FDME220007417-1r	YC9_FDME220007413-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC7_FDME220007411-1a	ZH1_FDSW220008784-1r	ZH5_FDSW220008788-1r	ZH9_FDSW220008792-2r	ZH3_FDSW220008786-1r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH7_FDSW220008790-1r	ZH11_FDSW220008794-2r	BH10_FDSW220017130-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH8_FDSW220017128-1r	BH6_FDSW220017126-1r	BH12_FDSW220017132-1r	DY7_FDME210438605-1r	DY2_FDME210438600-1b	DY10_FDME210438608-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY6_FDME210438604-1r	DY11_FDME210438609-1r	SY9_FDME210455405-2a	SY12_FDME210455408-1r	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY13_FDME210455409-2a	SY7_FDME210455403-2a	SY11_FDME210455407-1r	ST1_FDME220007465-1r	ST9_L1	ST13_L1	ST15_L1	ST7_FDME220007471-1r	ST10_L1	ST3_L1	ST12_L1	XM12_FDME220007446-1r	XM2_FDME220007436-1r	XM15_FDME220007449-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM4_FDME220007438-1r	XM10_FDME220007444-1r	XM14_FDME220007448-1r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG1_FDME210455382-1r	LYG5_FDME210455386-1r	LYG11_FDME210455392-2r	CXD_1414_FDSW210423231-1r	CXD_1015_FDSW210423187-1r	CXD_1214_FDSW210423201-1r	CXD_1213_FDSW210423200-1r	CXD_1415_FDSW210423232-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_1604_FDSW210423236-1r	CXD_1408_FDSW210423225-1r	CXD_1609_FDSW210423241-1r	CXD_1401_FDSW210423218-1r	CXD_0801_FDSW210423161-1r	CXD_1402_FDSW210423219-1r	CXD_1610_FDSW210423242-1r	CXD_1613_FDSW210423245-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_0215_FDSW210423217-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0204_FDSW210423206-1r	CXD_0807_FDSW210423167-1r	CXD_0805_FDSW210423165-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1003_FDSW210423175-1r	CXD_1215_FDSW210423202-1r	CXD_1202_FDSW210423189-1r	CXD_1001_FDSW210423173-1r	CXD_1201_FDSW210423188-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_1203_FDSW210423190-1r	CXD_1412_FDSW210423229-1r	A1-20-normal	B5-40-normal	B5-80-normal	A3-60-normal	B1-60-normal	A5-60-normal	B3-80-normal	C3-80-normal	C3-60-normal	A3-80-normal	B3-60-normal	C1-60-normal	A5-40-normal	C3-40-normal	C1-40-normal	B1-80-normal	A3-20-normal	C5-40-normal	C1-20-normal	B3-40-normal	B5-20-normal	C5-60-normal	A1-100-normal	A1-60-normal	A1-80-normal	C1-80-normal	B5-100-normal	C5-100-normal	A3-100-normal	A5-80-normal	C5-80-normal	C3-100-normal	A1-40-normal	C1-100-normal	A5-100-normal	B3-100-normal	B1-20-normal	B1-40-normal	A5-20-normal	C5-20-normal	C3-20-normal	B3-20-normal	B5-60-normal	A3-40-normal	B1-100-normal
HN_SY_2021_04_15_bin_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.64858808	42.94584602	6.861501515	8.955202897	8.710333947	2.125337593	8.71398179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_LYG_2021_05_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.89218022	7.474847875	1.808776533	21.42567172	22.86485775	30.92183773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_LYG_2021_05_15_bin_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.17270169	6.09955952	1.332737999	16.28960137	19.13827279	18.97614503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_YC_2021_05_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5734159	6.773232635	8.271117278	9.038309248	6.910066579	8.005629048	8.52835097	7.583102954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_DY_2021_06_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.33388726	23.2649938	41.29975415	31.97040772	29.22132282	55.06388644	18.33120108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_1	0	2.518997977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.518997977	1.444054294	1.644630973	1.968963364	2.076072477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.007041542	1.561895308	0	0.993693461	1.557392458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_10	2.458343223	3.90899862	2.365759178	1.556639634	2.222169387	2.104875035	2.189168723	2.23895694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90899862	3.052530767	3.659431269	3.989244308	5.40698792	2.258120515	0.914302642	1.272742049	2.189168723	0	2.23895694	0	1.362350573	1.233454768	2.365759178	1.556639634	2.222169387	2.104875035	3.111108718	2.515217637	2.62341335	3.841480507	1.881283448	1.924141225	1.867589007	2.770273956	3.398187141	2.550948628	3.270071931	3.376295039	4.113280128	5.621688147	3.322232291	3.208123008	1.161249746	2.458343223	0.956682378	3.075892215	4.790794339	5.246886765	5.012674551	4.179435158	3.931794728	4.3049087	4.762698714	4.517891364	4.428485979	3.414422355	3.774804401	4.457414407	5.042366425	5.716850339	3.263893478	3.502764098	3.319247763	3.579465753	4.119400178	3.778656254	1.786980324	2.698260428	2.559431878	1.719459077	1.820106457	2.24810727	2.93964105	2.67535986	2.100301811	2.054952112	2.079418459	1.397787254	1.271020017	1.582631489	2.178594596	2.375451881	1.694142534	1.900097907	1.895204713	2.047873182	1.755003889	1.743669405	1.79146871
SD_QD_2020_06_15_bin_27	1.204349522	2.773653631	4.397382615	3.131569255	2.966155136	2.739574043	3.003696542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.773653631	0.916920245	1.600212332	3.35127972	5.382936962	0	0	0	3.003696542	0	0	0	0	0	4.397382615	3.131569255	2.966155136	2.739574043	1.30164972	0	0.887223231	1.160466165	0	0	0	0	1.300892844	0	0	0	0	0	2.697212483	1.281813805	0.991282513	1.204349522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_28	1.203321228	3.13882641	3.110999576	1.602768906	2.645911981	2.548286798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13882641	3.089549054	3.169647098	4.50772772	4.535228214	1.695794959	0.884512454	0	0	0	0	0	0	0	3.110999576	1.602768906	2.645911981	2.548286798	0	0	0	0	1.537027539	0	1.420700059	1.627966736	3.032416019	1.260794609	1.721121633	2.162764027	2.129932519	2.511316353	0	0	1.615068139	1.203321228	0	2.294513747	3.43380012	2.464863361	3.044792742	2.684710923	2.249976881	3.495136268	3.194423009	3.288264079	2.573646063	2.735313726	2.816862256	3.582667204	5.475845131	9.628086509	2.308368518	2.34997765	3.895119613	3.65551265	2.285471227	2.888083957	1.339662286	1.062178287	0.987221205	1.389836347	1.308802371	1.047617841	2.856286365	1.27171205	1.855389868	1.878286244	0	0	0	0	0.839353833	1.367987891	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_42	4.20271847	4.998533165	1.245341658	1.375281815	0	0	0	0	0	0	0.677551617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.998533165	4.702957198	2.11572569	1.445576606	3.7433436	0	0	0	0	0	0	0	0	0	1.245341658	1.375281815	0	0	0	0	0	0	0	0	0	0	0	0	1.669882515	0	0	0	0	0	0	4.20271847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_46	0	1.437968838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437968838	1.624130382	1.984306604	3.488094261	2.132822958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790656375	0	0	0	0	0	0	1.029889858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_5	1.593349082	2.698330018	3.283390659	2.483380375	2.707102397	3.178356998	0	0.849089479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.698330018	2.767245169	2.754867364	3.229626493	3.63092502	3.262922347	0	1.475957311	0	0	0.849089479	0	1.074941377	0	3.283390659	2.483380375	2.707102397	3.178356998	1.922469141	1.175613046	1.712147245	1.908213804	1.3051686	0.856576662	1.031926912	1.114550505	1.5241862	2.180651765	1.492379229	2.09793628	1.972233766	2.594604269	1.523896287	1.868369606	1.24163095	1.593349082	0	4.222948522	4.891524932	6.807422202	5.778311409	4.828691662	4.394464642	5.021020636	5.617559749	6.734960758	4.801308349	4.921040217	4.240965666	5.565204953	5.901028912	8.799321247	3.932880898	3.500191132	4.113159107	3.529787232	3.348475927	3.623964296	2.743103759	3.531018256	2.825114871	2.616604295	1.865150938	2.194973456	4.306558748	3.95840566	3.295492786	3.092317491	2.600467678	1.265274672	1.339006288	0.989266094	2.006544061	2.549775539	1.322702766	1.506441339	1.562833305	1.167984102	1.341417153	1.201716221	1.491445833
SD_QD_2020_06_15_bin_8	4.668649223	5.656964843	10.2955787	8.606946316	8.462221183	7.143663324	3.261933765	0.835413174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43404073	0	0	0	0	0	0	0	4.372260821	0	0	2.029995977	0	0	0	5.656964843	2.815607806	6.663737119	8.083722726	5.457254664	1.624858585	0	0	3.261933765	0	0.835413174	0	0	1.137749678	10.2955787	8.606946316	8.462221183	7.143663324	0	1.012552244	1.085918034	0	0	0	0	1.617659839	2.135879369	2.338046811	3.21036417	1.94635667	0	2.116121365	1.032239272	1.08404554	3.501621661	4.668649223	0	1.684539659	2.44762066	2.744911137	3.053068682	1.559217817	2.136288797	1.932817038	2.218216483	2.44654567	2.003575707	1.514779659	1.743078643	2.217689131	3.443947774	5.496856147	1.363316768	0.907226622	2.095189847	2.386884747	1.852196357	1.57516455	1.210885505	1.211125311	0.791167994	1.797248889	1.195758592	1.194340679	1.105998644	1.165370507	0	0.902728916	0.915987279	0	0.989800869	0	1.686255637	1.605907991	1.545162634	1.240151417	1.386114812	1.038946621	1.098025467	0	0
SD_QD_2020_08_15_bin_2	0	2.66782745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66782745	1.978695849	0.980721508	0	0	8.739852995	63.51999769	16.41006617	0	0	0	0	0	0	0	0	0	0	0	0	0	7.194042977	6.342484627	4.63287755	10.12494667	1.567788718	7.091839342	2.892517216	0	0	0	1.416760817	0	0	0	0	25.63603406	7.611790061	3.724454423	3.778716168	3.935573669	3.617637405	3.715461142	2.421962538	6.101622031	6.157316135	3.461669347	4.378476315	11.4544109	8.036149309	3.591485574	6.660683463	2.973860074	4.887462737	3.096533148	5.732895812	3.160972099	5.135410066	0	0	0	0	1.2190511	0.992995479	7.426049292	3.828000195	2.166692678	0.901368717	0	0	0	0	4.81759534	2.67745857	0	0	0	1.152706309	1.063362244	2.752168411	9.217391475
SD_QD_2020_10_15_bin_4	7.825572561	16.25632559	1.36401282	1.267453188	1.109633139	1.305926115	0	1.055930964	6.38547469	5.413993017	16.90995079	7.716395568	8.152667777	9.143485294	6.730386067	7.844827861	1.368397493	3.694288045	3.34267595	4.593346991	3.461983515	3.677067786	4.533962973	4.571639738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.690842143	4.622392329	0	0	0	0	1.062133053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.31227023	6.158825389	0	3.86623618	0	0	16.25632559	25.41119729	17.87453155	13.54202534	12.39113141	1.667299091	5.825792981	4.726849243	0	0	1.055930964	0	1.55190205	1.980803047	1.36401282	1.267453188	1.109633139	1.305926115	6.487623059	3.637214992	4.683880035	5.240195457	6.530268237	6.374251112	11.07489095	10.98643046	23.08939857	11.64446927	38.18297959	22.09790442	31.03157791	29.87813243	5.050414691	3.217138421	4.845133385	7.825572561	0.906059432	3.47581557	2.865806153	3.681570467	8.491769489	3.629837451	3.316974993	3.880783039	5.011760428	5.445946091	5.331821014	5.193980606	6.26545893	10.21709894	4.271712615	3.128523564	2.768828479	2.241843072	1.814346899	1.853496855	1.764339451	2.576181252	0	0.921727817	0.882502173	2.143910686	1.116640715	1.376316424	3.977984106	1.606299102	1.664534291	2.411661329	0	3.636721266	0	0	1.847650923	2.420434843	0	0.893680269	1.292754892	0.97246462	1.36393185	1.440209027	1.255310639
SD_QD_2020_10_15_bin_7	10.19313206	9.179847585	7.881614704	8.25216269	4.143521147	4.269912576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.757947381	1.493114632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.179847585	14.59018162	10.01518033	6.165994349	7.203331204	0	1.02550709	0	0	0	0	0	0	1.451734341	7.881614704	8.25216269	4.143521147	4.269912576	9.783883689	7.073246931	8.05274329	2.340609796	0	1.805091821	4.460514573	3.244647493	10.40405351	7.426901456	18.54640351	5.652840659	11.26832487	8.449748223	2.318287892	4.153763907	2.003755781	10.19313206	0	3.084382856	4.399940447	3.358366581	5.165813584	7.277072157	6.595662531	5.751874062	4.719875009	6.167831936	6.545739045	3.698415133	2.705151043	4.483719191	2.973765566	1.721811008	1.347164851	1.761769258	0	1.174256805	1.165080661	2.069251488	1.380342152	2.947520548	2.842394915	1.786714127	1.348052028	1.128684404	3.146233885	1.645992952	2.274017202	2.414941374	0	0	1.989949432	0	0	1.757309486	0	0	0	0	0	0	0
SD_QD_2020_12_15_bin_3	10.11983496	15.23427826	2.720044637	2.823554709	1.735995608	1.779406056	1.176246897	3.202127302	7.922362581	9.742256487	25.22896061	13.89899622	13.4520148	14.47031069	11.85814198	12.76298368	3.979150858	8.674281937	8.920114214	9.906578382	6.95947714	10.48204841	9.836285666	11.44985902	0	0	0	0	0	0	0	0	2.619347511	0	0.994136818	1.785195352	0	1.495648844	1.848638198	0.941222799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.27113051	14.5114332	5.922813822	9.33795252	9.918938567	3.521216596	2.383617049	15.23427826	25.39797555	19.57237214	18.15160757	11.77082567	3.961380586	5.645853684	4.912904081	1.176246897	0	3.202127302	0	1.414376552	2.802282532	2.720044637	2.823554709	1.735995608	1.779406056	7.334423453	4.298873584	5.636941336	6.260904498	7.148980498	5.317646643	8.376535622	15.10457926	20.15626355	8.311443656	25.19676482	14.70396687	22.77189833	19.29963521	8.592899501	3.905072972	6.05435192	10.11983496	1.520931383	5.194180096	7.111266366	4.333465341	6.084941885	7.37044115	5.290408428	6.873837524	6.350240871	9.192381161	4.842828033	4.773906933	7.405789932	9.656966123	5.465637118	4.422795588	2.614269517	4.187032685	4.244108982	3.433438488	4.618499193	5.391392241	3.967940683	2.176349329	5.380888848	7.251597614	3.623764182	3.32577978	5.359186714	2.677951745	3.215104516	3.421081165	0.95238859	5.296317791	2.596695722	0.863097151	3.303098509	3.033530353	1.344826717	2.163893818	3.38928274	2.174581901	2.608605133	3.3564881	2.434899495
SD_QD_2020_12_15_bin_7	5.763873234	8.049623638	2.768063052	3.312839762	1.480173078	1.791900238	0	1.487990063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.049623638	8.731286755	7.895901408	5.407462434	5.84706602	0	2.505975012	1.683139124	0	0	1.487990063	0	0	0.976356875	2.768063052	3.312839762	1.480173078	1.791900238	5.285687166	3.36252742	3.389142103	3.400724537	1.83994208	2.246584071	4.480000145	6.1205186	10.26346653	5.705550779	15.36530742	4.551215004	8.154234764	6.690000354	2.662639283	4.132300731	1.954802772	5.763873234	2.296761718	2.75609187	2.655119591	2.791466886	2.997282018	2.588129758	2.273424233	2.985737366	3.145606566	3.03504507	2.853298761	1.865170946	3.140581796	4.442867294	2.194836126	2.092467632	1.266617764	1.583934414	1.151606111	1.548147338	1.205231799	1.565430209	0	1.211948668	0.811614	0.93568975	0	0	1.865801673	0	0.879274358	1.422871621	0	0	0	0	1.421866696	1.437107309	0	0	0	0.86145833	1.009098799	1.009931565	1.754520585
SD_QD_2023_07_20_normal_bin_4	1.742201853	5.738914386	0	0	1.020358065	3.163468115	2.43622737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.738914386	9.879009177	23.02329211	17.66818333	5.568221005	8.305323359	0	5.206939597	2.43622737	0	0	0	2.35670121	0	0	0	1.020358065	3.163468115	4.280939154	3.12887263	3.946132642	4.489099367	4.161668256	1.750214783	4.145944379	2.13522795	10.4701101	4.763214999	8.170402599	3.29236785	3.106954771	3.83032964	3.517931851	5.98767303	0.98388143	1.742201853	12.2430201	2.403563366	2.432790534	1.270369965	2.886441741	1.981402719	1.124025485	0.950049109	1.422359656	1.374333234	3.151292801	1.7030741	5.360482657	4.83642359	3.968013248	4.390098062	3.361691093	4.28539329	5.963087721	6.91679421	5.987601646	5.664825001	0	0	0	2.102579315	3.144298804	3.364440225	1.389220903	2.37695951	0.837119327	1.912559966	1.602876744	4.401114167	4.738126095	4.153970024	8.337364242	4.521326221	10.1920154	10.33493853	7.956850162	7.858838037	9.889826909	9.961517104	7.809176759
SD_QD_2023_07_40_normal_bin_12	2.236221306	6.883832508	1.898101839	2.021040343	2.5772261	1.79839858	1.6854199	4.661969042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47059455	2.680726575	2.061528578	1.728432909	2.740487803	1.51986349	0	6.883832508	10.91892231	11.19878704	8.411436508	5.273810419	5.633180431	4.408552498	6.242053634	1.6854199	1.673817638	4.661969042	1.349924738	2.562495537	1.774861271	1.898101839	2.021040343	2.5772261	1.79839858	5.503097753	2.837950335	3.017947586	4.622146825	6.108768406	4.588022127	4.988362716	10.17506511	15.7435711	5.531557348	7.921900807	4.504238698	6.674438038	6.956078209	14.33651796	4.716046184	3.083505663	2.236221306	4.996609472	8.874716407	7.02710006	10.54703491	12.17362039	7.561561041	9.140682606	8.078895889	10.20879405	10.46274554	8.972384071	9.303884965	9.43868427	17.68660511	9.698778	6.064380432	5.505160177	5.684816652	7.643579837	7.879933814	6.617144577	6.249810046	2.877817564	7.057184393	3.204747033	5.054266046	3.888344169	4.626460424	7.391048806	6.336235642	4.584537213	5.675385543	3.982074076	4.189950086	3.990889531	3.431558853	6.870327016	7.491842957	9.427214156	5.251079006	6.575104147	6.673491997	6.21580577	7.401646283	6.250688478
